respondent_id,respondent_type,business_name,state,occupation_or_business_type,household_size,num_employees,monthly_household_income,monthly_business_revenue,energy_source,grid_hours_per_day,power_outage_hours,fuel_spend,daily_energy_spend,satisfaction,challenge,appliances,peak_energy_requirement_W,shortfall_frequency,willingness_to_pay,max_extra_hourly_fee,payment_method,payment_cycle,insufficient_action,microgrid_appeal,microgrid_factors,rental_concerns,recommend_likelihood,improvements,focus_group_interest,other_comments,photo,gps_latitude,gps_longitude,gps_altitude,gps_accuracy
ID-228,MSME,Metro Foods,"Abuja FCT, Nigeria",Office/Consulting,,More than 20,,"₦250,000–₦500,000",Mixed sources,11–18,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Very dissatisfied,Unreliable availability of charged units,"Mobile phone charger, Fan, TV, POS terminal, Lights",2000 W,1–3 times per week,"₦6,000",₦500,Cash,Monthly,Switch back to current method,Slightly appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)",Difficulty/delay in exchanging batteries,Definitely would recommend,More flexibility,Yes,Beyond,photo_228.jpg,9.451137836,7.526974065,522.6442922,18.17111901
ID-229,Workshop,Prime Solutions,"Abuja FCT, Nigeria",Workshop,,10-Jun,,"₦50,000–₦250,000",Solar,0–4,More than 6 hours,"More than ₦5,000","₦3,000–₦5,000",Very satisfied,Insufficient capacity to power all devices,"Machinery, Fridge, TV, Mobile phone charger, Lights",2000 W,4–6 times per week,"₦4,000",₦500,Bank transfer,Daily,Switch back to current method,Appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","High daily cost compared to current method, Insufficient capacity to power all devices, Difficulty/delay in exchanging batteries",Probably would recommend,Lower cost,No,None,photo_229.jpg,9.560829932,7.493818677,519.0307288,17.49128385
ID-230,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,7,,"₦20,000–₦50,000",,Solar,5–10,Daily outages,"₦1,000–₦3,000","₦1,000–₦3,000",Very dissatisfied,Noise or pollution (if using generator),"Fridge, Fan",2000 W,Rarely,"₦6,000",₦1000,POS/Mobile App,Weekly,Switch back to current method,Not appealing,Lower rental cost due to shared surplus,"Maintenance/damage responsibility, Difficulty/delay in exchanging batteries, Unreliable availability of charged units",Probably would recommend,None,Yes,I don’t know,photo_230.jpg,9.181009469,7.671341744,516.5427188,17.69540026
ID-231,Workshop,Unity Solutions,"Abuja FCT, Nigeria",Restaurant/Catering,,10-Jun,,"Above ₦1,000,000",None,5–10,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very dissatisfied,High daily cost compared to current method,"POS terminal, Fan, Lights, TV, Machinery",200 W,Every day,"₦4,000",₦500,Bank transfer,Daily,Rent an additional battery,Slightly appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Maintenance/damage responsibility, Unreliable availability of charged units, High daily cost compared to current method",Definitely would recommend,None,No,-,photo_231.jpg,9.107626615,7.55306857,546.9440283,19.8615551
ID-232,MSME,Bright Stores,"Abuja FCT, Nigeria",Retail Shop,,5-Feb,,"Above ₦1,000,000",Fossil generator,0–4,Daily outages,"₦3,000–₦5,000","₦1,000–₦3,000",Very satisfied,Insufficient capacity to power all devices,"Machinery, Fan, Fridge, POS terminal",500 W,Rarely,"₦3,000",₦500,Cash,Daily,Top up with generator/fuel,Appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)",Difficulty/delay in exchanging batteries,Probably would recommend,More flexibility,No,Beyond,photo_232.jpg,9.547258553,7.323070242,503.2669993,19.69499706
ID-233,Shop,Capital Collections,"Abuja FCT, Nigeria",Retail Shop,,20-Nov,,"₦500,000–₦1,000,000",Fossil generator,5–10,More than 6 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Satisfied,Insufficient capacity to power all devices,"Fridge, POS terminal, Mobile phone charger, Lights",1000 W,4–6 times per week,"₦4,000",₦1000,Cash,Monthly,Rent an additional battery,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly",High daily cost compared to current method,Would not recommend,None,No,Beyond,photo_233.jpg,9.524938367,7.594546864,522.8090968,18.17474579
ID-234,Workshop,Top Collections,"Abuja FCT, Nigeria",Retail Shop,,More than 20,,"₦50,000–₦250,000",National Grid,0–4,Daily outages,"More than ₦5,000","₦3,000–₦5,000",Very satisfied,Noise or pollution (if using generator),"Mobile phone charger, Machinery",100 W,4–6 times per week,"₦4,000",₦500,POS/Mobile App,Daily,Top up with generator/fuel,Slightly appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Insufficient capacity to power all devices, High daily cost compared to current method",Probably would recommend,Faster exchange,No,None,photo_234.jpg,9.470755977,7.402817632,521.3257279,11.54553683
ID-235,Household (non-business),,"Abuja FCT, Nigeria",Retail Shop,2,,"₦100,000–₦200,000",,Fossil generator,0–4,More than 6 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Dissatisfied,Insufficient capacity to power all devices,"POS terminal, Lights, Mobile phone charger, Machinery",200 W,Every day,"₦4,000",₦1000,POS/Mobile App,Weekly,Top up with generator/fuel,Moderately appealing,Ability to charge/discharge flexibly,Maintenance/damage responsibility,Would not recommend,Better monitoring,No,I don’t know,photo_235.jpg,9.22103069,7.737012374,502.2863475,10.05645661
ID-236,Shop,Bright Mart,"Abuja FCT, Nigeria",Workshop,,More than 20,,"₦500,000–₦1,000,000",None,0–4,More than 6 hours,"₦1,000–₦3,000","More than ₦5,000",Dissatisfied,Insufficient capacity to power all devices,"POS terminal, Machinery, Fridge, Lights, Mobile phone charger",100 W,Every day,"₦7,000",₦1000,Bank transfer,Pay-as-you-use,Top up with generator/fuel,Not appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Insufficient capacity to power all devices, High daily cost compared to current method, Unreliable availability of charged units",Probably would recommend,Faster exchange,No,None,photo_236.jpg,9.143274946,7.779228003,543.2987618,13.24040953
ID-237,MSME,Prime Ventures,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦500,000–₦1,000,000",Fossil generator,11–18,More than 6 hours,"₦1,000–₦3,000","More than ₦5,000",Dissatisfied,High daily cost compared to current method,"Mobile phone charger, TV, Lights",1000 W,Rarely,"₦7,000",₦500,Bank transfer,Pay-as-you-use,Top up with generator/fuel,Appealing,Ability to charge/discharge flexibly,"Insufficient capacity to power all devices, Maintenance/damage responsibility, Difficulty/delay in exchanging batteries",Probably would recommend,More flexibility,No,Beyond,photo_237.jpg,9.556626895,7.796523576,539.2038091,10.68235882
ID-238,Shop,Golden Mart,"Abuja FCT, Nigeria",Retail Shop,,20-Nov,,"₦50,000–₦250,000",None,5–10,More than 6 hours,"More than ₦5,000","₦3,000–₦5,000",Dissatisfied,Unreliable availability of charged units,"Mobile phone charger, Machinery, TV, Fridge",200 W,Rarely,"₦5,000",₦1000,Cash,Pay-as-you-use,Top up with generator/fuel,Not appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Would not recommend,None,No,Beyond,photo_238.jpg,9.570880277,7.590539599,530.2078958,17.29653559
ID-239,Shop,Capital Foods,"Abuja FCT, Nigeria",Repair/Services,,Just me (sole proprietor),,"Above ₦1,000,000",Mixed sources,0–4,More than 6 hours,"More than ₦5,000","More than ₦5,000",Satisfied,Unreliable availability of charged units,"Mobile phone charger, Machinery, Fridge",2000 W,1–3 times per week,"₦3,000",₦300,POS/Mobile App,Pay-as-you-use,Switch back to current method,Appealing,Lower rental cost due to shared surplus,High daily cost compared to current method,Definitely would recommend,Better monitoring,Yes,I don’t know,photo_239.jpg,9.298429158,7.306053571,529.1085293,19.60659151
ID-240,MSME,Royal Tech,"Abuja FCT, Nigeria",Retail Shop,,Just me (sole proprietor),,"₦250,000–₦500,000",None,11–18,More than 6 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Dissatisfied,Unreliable availability of charged units,"Mobile phone charger, Fridge, POS terminal",1000 W,1–3 times per week,"₦7,000",₦1000,Bank transfer,Monthly,Top up with generator/fuel,Moderately appealing,Ability to charge/discharge flexibly,High daily cost compared to current method,Probably would recommend,Lower cost,Yes,I don’t know,photo_240.jpg,9.1346672,7.250602531,528.5343249,19.88652658
ID-241,Shop,Prime Collections,"Abuja FCT, Nigeria",Office/Consulting,,5-Feb,,"₦250,000–₦500,000",None,11–18,More than 6 hours,"More than ₦5,000","₦3,000–₦5,000",Satisfied,Noise or pollution (if using generator),"Fan, Mobile phone charger",1000 W,Rarely,"₦4,000",₦500,Bank transfer,Monthly,Top up with generator/fuel,Moderately appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Maintenance/damage responsibility, Unreliable availability of charged units",Probably would recommend,None,Yes,-,photo_241.jpg,9.382712806,7.304246697,537.4589902,12.47614896
ID-242,Shop,Unity Tech,"Abuja FCT, Nigeria",Restaurant/Catering,,5-Feb,,"Above ₦1,000,000",Solar,11–18,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Dissatisfied,High daily cost compared to current method,"Mobile phone charger, Fan, Machinery",100 W,4–6 times per week,"₦7,000",₦500,POS/Mobile App,Monthly,Switch back to current method,Slightly appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly",Maintenance/damage responsibility,Would not recommend,None,Yes,None,photo_242.jpg,9.5061568,7.670781085,513.5975052,12.30183064
ID-243,Workshop,Unity Stores,"Abuja FCT, Nigeria",Restaurant/Catering,,5-Feb,,"₦500,000–₦1,000,000",Solar,0–4,Daily outages,"More than ₦5,000","₦3,000–₦5,000",Very satisfied,Unreliable availability of charged units,"POS terminal, Lights, Machinery",200 W,Rarely,"₦3,000",₦300,POS/Mobile App,Weekly,Switch back to current method,Appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability), Ability to charge/discharge flexibly","High daily cost compared to current method, Unreliable availability of charged units, Maintenance/damage responsibility",Probably would recommend,Better monitoring,No,I don’t know,photo_243.jpg,9.535951696,7.460989647,530.6886838,11.41248993
ID-244,Workshop,Golden Ventures,"Abuja FCT, Nigeria",Retail Shop,,Just me (sole proprietor),,"₦500,000–₦1,000,000",National Grid,5–10,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Very satisfied,Insufficient capacity to power all devices,"Fan, Machinery, TV, Fridge, Lights",300 W,4–6 times per week,"₦3,000",₦300,Bank transfer,Monthly,Switch back to current method,Moderately appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","High daily cost compared to current method, Unreliable availability of charged units, Insufficient capacity to power all devices",Definitely would recommend,More flexibility,No,-,photo_244.jpg,9.521698985,7.509665466,525.5973286,14.7621544
ID-245,Household (non-business),,"Abuja FCT, Nigeria",Mobile Trader,8,,"₦50,000–₦100,000",,None,0–4,More than 6 hours,"More than ₦5,000","₦3,000–₦5,000",Very satisfied,Insufficient capacity to power all devices,"Fan, Lights, Fridge, Machinery, POS terminal",200 W,4–6 times per week,"₦7,000",₦300,Bank transfer,Pay-as-you-use,Top up with generator/fuel,Appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus","High daily cost compared to current method, Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Would not recommend,Faster exchange,No,I don’t know,photo_245.jpg,9.448102554,7.605664365,510.5771689,19.28065935
ID-246,Household (non-business),,"Abuja FCT, Nigeria",Office/Consulting,2,,"₦100,000–₦200,000",,Fossil generator,5–10,More than 6 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Satisfied,High daily cost compared to current method,"Lights, POS terminal, TV, Machinery",2000 W,4–6 times per week,"₦6,000",₦1000,POS/Mobile App,Monthly,Rent an additional battery,Slightly appealing,Ability to charge/discharge flexibly,"High daily cost compared to current method, Insufficient capacity to power all devices, Unreliable availability of charged units",Definitely would recommend,Better monitoring,Yes,I don’t know,photo_246.jpg,9.288379121,7.411616558,502.7040503,16.23278058
ID-247,Shop,Royal Stores,"Abuja FCT, Nigeria",Retail Shop,,10-Jun,,"₦500,000–₦1,000,000",Fossil generator,11–18,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Dissatisfied,Unreliable availability of charged units,"Lights, Mobile phone charger, Fridge, Fan",300 W,1–3 times per week,"₦3,000",₦300,POS/Mobile App,Pay-as-you-use,Switch back to current method,Appealing,Ability to charge/discharge flexibly,"Unreliable availability of charged units, Insufficient capacity to power all devices, High daily cost compared to current method",Definitely would recommend,Faster exchange,No,Beyond,photo_247.jpg,9.102947465,7.73865253,542.2439504,14.0693408
ID-248,Shop,Prime Collections,"Abuja FCT, Nigeria",Workshop,,20-Nov,,"₦500,000–₦1,000,000",Fossil generator,5–10,More than 6 hours,"₦3,000–₦5,000","More than ₦5,000",Dissatisfied,High daily cost compared to current method,"Fridge, Fan",300 W,Every day,"₦6,000",₦300,Bank transfer,Monthly,Top up with generator/fuel,Slightly appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",Maintenance/damage responsibility,Definitely would recommend,Faster exchange,No,None,photo_248.jpg,9.537911107,7.396552649,518.6053865,11.81631122
ID-249,MSME,Green Collections,"Abuja FCT, Nigeria",Office/Consulting,,20-Nov,,"₦50,000–₦250,000",None,5–10,Daily outages,"More than ₦5,000","More than ₦5,000",Dissatisfied,High daily cost compared to current method,"TV, Machinery, Fridge, Fan, Lights",500 W,Every day,"₦5,000",₦500,Bank transfer,Weekly,Switch back to current method,Not appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Unreliable availability of charged units, Difficulty/delay in exchanging batteries",Would not recommend,Lower cost,Yes,-,photo_249.jpg,9.456860839,7.763096412,510.3066008,10.3640745
ID-250,Household (non-business),,"Abuja FCT, Nigeria",Mobile Trader,8,,"₦20,000–₦50,000",,Solar,0–4,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Very satisfied,Insufficient capacity to power all devices,"TV, POS terminal, Fridge, Lights",100 W,Rarely,"₦3,000",₦500,POS/Mobile App,Daily,Switch back to current method,Not appealing,Ability to charge/discharge flexibly,Difficulty/delay in exchanging batteries,Definitely would recommend,Lower cost,Yes,None,photo_250.jpg,9.042606607,7.448075053,513.5175861,15.65607688
ID-251,Workshop,Green Stores,"Abuja FCT, Nigeria",Office/Consulting,,20-Nov,,"Above ₦1,000,000",Mixed sources,5–10,Daily outages,"More than ₦5,000","More than ₦5,000",Very satisfied,Insufficient capacity to power all devices,"Fridge, Fan",300 W,Rarely,"₦4,000",₦500,Cash,Weekly,Switch back to current method,Slightly appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability)",Unreliable availability of charged units,Probably would recommend,Lower cost,No,None,photo_251.jpg,9.123710207,7.216406448,549.7349122,10.81730585
ID-252,MSME,Green Solutions,"Abuja FCT, Nigeria",Restaurant/Catering,,10-Jun,,"₦50,000–₦250,000",None,5–10,More than 6 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Satisfied,Unreliable availability of charged units,"Fan, Machinery, Lights",100 W,Rarely,"₦5,000",₦500,Cash,Daily,Rent an additional battery,Appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Unreliable availability of charged units, Insufficient capacity to power all devices, High daily cost compared to current method",Probably would recommend,Faster exchange,Yes,-,photo_252.jpg,9.417081891,7.61015269,508.5710356,10.55394475
ID-253,Workshop,Capital Mart,"Abuja FCT, Nigeria",Workshop,,5-Feb,,"Above ₦1,000,000",None,11–18,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very dissatisfied,Insufficient capacity to power all devices,"POS terminal, Fridge",2000 W,1–3 times per week,"₦4,000",₦1000,Cash,Daily,Rent an additional battery,Appealing,Reliable service (24/7 availability),High daily cost compared to current method,Definitely would recommend,Better monitoring,Yes,Beyond,photo_253.jpg,9.067216289,7.542787892,525.3628439,19.32398859
ID-254,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,2,,"₦50,000–₦100,000",,National Grid,5–10,2–4 hours,"More than ₦5,000","More than ₦5,000",Satisfied,High daily cost compared to current method,"POS terminal, TV, Machinery",300 W,4–6 times per week,"₦6,000",₦1000,Cash,Daily,Rent an additional battery,Not appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability)","High daily cost compared to current method, Difficulty/delay in exchanging batteries",Would not recommend,Faster exchange,No,None,photo_254.jpg,9.260674539,7.559572424,538.4631082,17.89105247
ID-255,Workshop,Top Mart,"Abuja FCT, Nigeria",Retail Shop,,Just me (sole proprietor),,"₦500,000–₦1,000,000",None,0–4,Daily outages,"₦3,000–₦5,000","₦1,000–₦3,000",Very dissatisfied,High daily cost compared to current method,"Fridge, Machinery, Lights",300 W,4–6 times per week,"₦4,000",₦500,Bank transfer,Monthly,Top up with generator/fuel,Appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability), Ability to charge/discharge flexibly","Maintenance/damage responsibility, Insufficient capacity to power all devices, High daily cost compared to current method",Would not recommend,Faster exchange,Yes,I don’t know,photo_255.jpg,9.56128666,7.38713922,523.4856338,15.38175859
ID-256,MSME,Prime Foods,"Abuja FCT, Nigeria",Repair/Services,,More than 20,,"₦50,000–₦250,000",None,11–18,More than 6 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Satisfied,Unreliable availability of charged units,"Machinery, Fridge",300 W,Rarely,"₦6,000",₦1000,Bank transfer,Monthly,Top up with generator/fuel,Moderately appealing,Lower rental cost due to shared surplus,"Unreliable availability of charged units, Insufficient capacity to power all devices",Definitely would recommend,None,Yes,Beyond,photo_256.jpg,9.550918256,7.570885904,547.8535546,15.85872931
ID-257,Workshop,Unity Mart,"Abuja FCT, Nigeria",Retail Shop,,5-Feb,,"₦250,000–₦500,000",Mixed sources,11–18,Daily outages,"₦1,000–₦3,000","₦1,000–₦3,000",Very satisfied,Noise or pollution (if using generator),"TV, Machinery, Fan, Lights",500 W,Rarely,"₦7,000",₦1000,POS/Mobile App,Pay-as-you-use,Rent an additional battery,Moderately appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability), Lower rental cost due to shared surplus","Maintenance/damage responsibility, Unreliable availability of charged units",Probably would recommend,Faster exchange,No,I don’t know,photo_257.jpg,9.471984992,7.729531017,541.628622,10.99537119
ID-258,Workshop,Prime Stores,"Abuja FCT, Nigeria",Restaurant/Catering,,5-Feb,,"₦50,000–₦250,000",Solar,11–18,More than 6 hours,"More than ₦5,000","More than ₦5,000",Satisfied,Insufficient capacity to power all devices,"Fan, Machinery, Mobile phone charger",2000 W,Every day,"₦4,000",₦300,POS/Mobile App,Weekly,Top up with generator/fuel,Appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Maintenance/damage responsibility, Unreliable availability of charged units, Insufficient capacity to power all devices",Definitely would recommend,Lower cost,Yes,None,photo_258.jpg,9.288574312,7.479177815,510.2695324,10.27680894
ID-259,Household (non-business),,"Abuja FCT, Nigeria",Office/Consulting,8,,"₦20,000–₦50,000",,Solar,5–10,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Satisfied,Unreliable availability of charged units,"Mobile phone charger, Lights, Fan, TV, POS terminal",1000 W,1–3 times per week,"₦6,000",₦500,Cash,Pay-as-you-use,Switch back to current method,Appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Maintenance/damage responsibility, Difficulty/delay in exchanging batteries, Unreliable availability of charged units",Probably would recommend,Faster exchange,No,Beyond,photo_259.jpg,9.247989148,7.278530828,548.4671094,12.08761412
ID-260,MSME,Metro Collections,"Abuja FCT, Nigeria",Workshop,,Just me (sole proprietor),,"₦250,000–₦500,000",National Grid,11–18,More than 6 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Dissatisfied,Unreliable availability of charged units,"TV, Fan",200 W,4–6 times per week,"₦6,000",₦300,Cash,Monthly,Switch back to current method,Slightly appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability), Lower rental cost due to shared surplus",High daily cost compared to current method,Definitely would recommend,Lower cost,Yes,I don’t know,photo_260.jpg,9.371954045,7.632793262,508.6537719,15.90296563
ID-261,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,5,,"₦100,000–₦200,000",,Mixed sources,0–4,More than 6 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Very satisfied,Insufficient capacity to power all devices,"Mobile phone charger, Machinery, Lights",2000 W,1–3 times per week,"₦4,000",₦500,Bank transfer,Pay-as-you-use,Rent an additional battery,Slightly appealing,Lower rental cost due to shared surplus,"Maintenance/damage responsibility, Insufficient capacity to power all devices, High daily cost compared to current method",Definitely would recommend,Faster exchange,Yes,-,photo_261.jpg,9.113621333,7.775897726,507.3446037,16.92982113
ID-262,MSME,Green Collections,"Abuja FCT, Nigeria",Mobile Trader,,Just me (sole proprietor),,"₦500,000–₦1,000,000",Fossil generator,11–18,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Very satisfied,Noise or pollution (if using generator),"POS terminal, Lights, Machinery, Fridge, Fan",500 W,1–3 times per week,"₦6,000",₦1000,Bank transfer,Weekly,Top up with generator/fuel,Slightly appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)",Maintenance/damage responsibility,Would not recommend,More flexibility,Yes,Beyond,photo_262.jpg,9.040541624,7.307763212,532.4450011,10.3416903
ID-263,MSME,Royal Ventures,"Abuja FCT, Nigeria",Repair/Services,,More than 20,,"₦500,000–₦1,000,000",Mixed sources,5–10,More than 6 hours,"More than ₦5,000","₦3,000–₦5,000",Dissatisfied,High daily cost compared to current method,"Fan, Machinery",300 W,1–3 times per week,"₦7,000",₦500,Cash,Daily,Top up with generator/fuel,Slightly appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)",Insufficient capacity to power all devices,Would not recommend,Lower cost,Yes,I don’t know,photo_263.jpg,9.394072417,7.695329843,533.4426472,18.98889782
ID-264,Workshop,Golden Mart,"Abuja FCT, Nigeria",Mobile Trader,,5-Feb,,"₦500,000–₦1,000,000",None,5–10,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,Unreliable availability of charged units,"Machinery, Fan",1000 W,Every day,"₦6,000",₦300,POS/Mobile App,Daily,Switch back to current method,Slightly appealing,Reliable service (24/7 availability),"Maintenance/damage responsibility, High daily cost compared to current method",Would not recommend,None,Yes,-,photo_264.jpg,9.421708974,7.276136145,531.7628805,10.86235816
ID-265,MSME,Golden Foods,"Abuja FCT, Nigeria",Office/Consulting,,20-Nov,,"Above ₦1,000,000",National Grid,0–4,2–4 hours,"More than ₦5,000","More than ₦5,000",Very dissatisfied,Insufficient capacity to power all devices,"Mobile phone charger, POS terminal, TV",1000 W,1–3 times per week,"₦7,000",₦1000,POS/Mobile App,Weekly,Top up with generator/fuel,Moderately appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)",Maintenance/damage responsibility,Would not recommend,More flexibility,Yes,-,photo_265.jpg,9.092740193,7.673345869,507.1037577,15.82117929
ID-266,MSME,Golden Ventures,"Abuja FCT, Nigeria",Mobile Trader,,10-Jun,,"₦50,000–₦250,000",Fossil generator,0–4,More than 6 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Dissatisfied,High daily cost compared to current method,"Machinery, Fridge, TV",100 W,1–3 times per week,"₦3,000",₦500,Bank transfer,Pay-as-you-use,Switch back to current method,Appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",Difficulty/delay in exchanging batteries,Definitely would recommend,Better monitoring,Yes,-,photo_266.jpg,9.117867598,7.654922888,524.3932304,10.72798685
ID-267,MSME,Unity Solutions,"Abuja FCT, Nigeria",Retail Shop,,10-Jun,,"₦250,000–₦500,000",None,0–4,Daily outages,"₦3,000–₦5,000","₦1,000–₦3,000",Very dissatisfied,High daily cost compared to current method,"Mobile phone charger, TV, Fridge",200 W,Rarely,"₦7,000",₦500,Cash,Weekly,Rent an additional battery,Slightly appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Insufficient capacity to power all devices, Unreliable availability of charged units",Probably would recommend,Lower cost,No,None,photo_267.jpg,9.386822276,7.582460844,511.8968829,11.44873757
ID-268,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,5,,"₦100,000–₦200,000",,National Grid,5–10,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very dissatisfied,High daily cost compared to current method,"Machinery, POS terminal, Mobile phone charger, Fan, Lights",500 W,1–3 times per week,"₦3,000",₦300,Cash,Weekly,Rent an additional battery,Not appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Maintenance/damage responsibility, Insufficient capacity to power all devices, High daily cost compared to current method",Definitely would recommend,None,Yes,I don’t know,photo_268.jpg,9.228072426,7.239126033,524.9580783,16.63756203
ID-269,Shop,Top Tech,"Abuja FCT, Nigeria",Restaurant/Catering,,5-Feb,,"Above ₦1,000,000",National Grid,0–4,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,High daily cost compared to current method,"Lights, Mobile phone charger, POS terminal",2000 W,1–3 times per week,"₦3,000",₦300,POS/Mobile App,Daily,Switch back to current method,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly",High daily cost compared to current method,Would not recommend,Better monitoring,Yes,-,photo_269.jpg,9.08483943,7.762368005,525.4781803,12.96751527
ID-270,MSME,Golden Stores,"Abuja FCT, Nigeria",Restaurant/Catering,,5-Feb,,"₦50,000–₦250,000",Solar,11–18,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,Unreliable availability of charged units,"POS terminal, Lights, Fan, Mobile phone charger",200 W,Rarely,"₦4,000",₦300,Cash,Weekly,Rent an additional battery,Moderately appealing,Ability to charge/discharge flexibly,Unreliable availability of charged units,Would not recommend,Faster exchange,No,I don’t know,photo_270.jpg,9.363777873,7.75367972,520.301001,17.27608379
ID-271,Workshop,Capital Foods,"Abuja FCT, Nigeria",Retail Shop,,5-Feb,,"₦50,000–₦250,000",Fossil generator,5–10,Daily outages,"More than ₦5,000","More than ₦5,000",Very satisfied,Noise or pollution (if using generator),"Fridge, POS terminal, Fan, Machinery",2000 W,4–6 times per week,"₦6,000",₦500,Bank transfer,Pay-as-you-use,Top up with generator/fuel,Appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Difficulty/delay in exchanging batteries, Insufficient capacity to power all devices, Unreliable availability of charged units",Probably would recommend,More flexibility,No,Beyond,photo_271.jpg,9.386416418,7.276144878,534.2353722,11.34856803
ID-272,MSME,Capital Tech,"Abuja FCT, Nigeria",Repair/Services,,Just me (sole proprietor),,"₦50,000–₦250,000",Mixed sources,11–18,Daily outages,"More than ₦5,000","More than ₦5,000",Very satisfied,Noise or pollution (if using generator),"Fridge, Machinery, POS terminal, TV",1000 W,Rarely,"₦7,000",₦300,Bank transfer,Pay-as-you-use,Top up with generator/fuel,Slightly appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability), Ability to charge/discharge flexibly","Unreliable availability of charged units, Insufficient capacity to power all devices",Definitely would recommend,Lower cost,No,-,photo_272.jpg,9.207759856,7.388361137,517.8210278,16.46029681
ID-273,MSME,Unity Foods,"Abuja FCT, Nigeria",Retail Shop,,Just me (sole proprietor),,"Above ₦1,000,000",Mixed sources,0–4,2–4 hours,"More than ₦5,000","₦1,000–₦3,000",Very dissatisfied,Unreliable availability of charged units,"Fridge, Lights",1000 W,Rarely,"₦7,000",₦300,POS/Mobile App,Pay-as-you-use,Top up with generator/fuel,Not appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability), Ability to charge/discharge flexibly",Difficulty/delay in exchanging batteries,Definitely would recommend,Better monitoring,Yes,None,photo_273.jpg,9.345558095,7.223725466,531.5429253,14.9701476
